iter	Logloss
1512	0.1282686303
1513	0.128199986
1514	0.1281528596
1515	0.1280789792
1516	0.1280170838
1517	0.1279619489
1518	0.1278426027
1519	0.1277979253
1520	0.1277637664
1521	0.1276919192
1522	0.1276307076
1523	0.1275288675
1524	0.1274536181
1525	0.127382597
1526	0.1273318325
1527	0.1272811793
1528	0.1271623393
1529	0.1271243163
1530	0.1270439563
1531	0.1269587678
1532	0.1268362918
1533	0.126718696
1534	0.1266695219
1535	0.1266376621
1536	0.1265397451
1537	0.1264652093
1538	0.1263880686
1539	0.1263458053
1540	0.1262850356
1541	0.1262305404
1542	0.126150788
1543	0.1261322335
1544	0.1260313617
1545	0.1259775401
1546	0.1258668798
1547	0.1258268347
1548	0.1257751326
1549	0.1256486737
1550	0.1255880796
1551	0.1254885813
1552	0.1253972966
1553	0.1253563244
1554	0.1252923031
1555	0.1252562856
1556	0.1252335118
1557	0.1251385205
1558	0.1250333952
1559	0.1249793641
1560	0.12492334
1561	0.124847773
1562	0.12481495
1563	0.1247628805
1564	0.1247012847
1565	0.124605936
1566	0.12452263
1567	0.1244147959
1568	0.1242901535
1569	0.1242882751
1570	0.1242445649
1571	0.1241535155
1572	0.1240518759
1573	0.1240086556
1574	0.1239574507
1575	0.1239258502
1576	0.1238472744
1577	0.1238287905
1578	0.1237931243
1579	0.1237745501
1580	0.1237325065
1581	0.1237045447
1582	0.1236805484
1583	0.1236376742
1584	0.123588227
1585	0.1235500832
1586	0.1234432115
1587	0.1234168083
1588	0.1233280354
1589	0.1231990816
1590	0.1231721998
1591	0.1230520471
1592	0.123005236
1593	0.1229064714
1594	0.1228070862
1595	0.1227855989
1596	0.1227072018
1597	0.1226424768
1598	0.1226080473
1599	0.1225021133
1600	0.1224586704
1601	0.1223831871
1602	0.1223600643
1603	0.1223418955
1604	0.1223172498
1605	0.1223030484
1606	0.1222547967
1607	0.1222245621
1608	0.1221717172
1609	0.122144369
1610	0.1220975362
1611	0.1220331908
1612	0.1220011625
1613	0.1219390381
1614	0.1219272231
1615	0.1218753728
1616	0.121846399
1617	0.1218070079
1618	0.1217220438
1619	0.1215872054
1620	0.1215481568
1621	0.121511345
1622	0.1214690992
1623	0.1213693305
1624	0.1213426427
1625	0.1212870941
1626	0.1211057233
1627	0.1209757883
1628	0.1208882654
1629	0.1208670854
1630	0.120809941
1631	0.1207624079
1632	0.1207201436
1633	0.1206781548
1634	0.1206155277
1635	0.1205720531
1636	0.1204838841
1637	0.1203815418
1638	0.120297864
1639	0.1201987466
1640	0.1201334161
1641	0.1200445229
1642	0.1200073963
1643	0.1199511041
1644	0.1198881147
1645	0.1198208787
1646	0.1197421524
1647	0.11970253
1648	0.1196634484
1649	0.1196021229
1650	0.1195632702
1651	0.1195022353
1652	0.1194828996
1653	0.1193800654
1654	0.1192826197
1655	0.1192363353
1656	0.119224039
1657	0.1191531736
1658	0.1191168409
1659	0.1190434083
1660	0.1190108292
1661	0.1189722192
1662	0.1189030076
1663	0.1188354634
1664	0.1188002752
1665	0.1187753594
1666	0.1186999184
1667	0.1186722191
1668	0.118625034
1669	0.1185702722
1670	0.1184826847
1671	0.1184067976
1672	0.1183186485
1673	0.1182616013
1674	0.1182217879
1675	0.1181588658
1676	0.1180834501
1677	0.118015094
1678	0.1179833205
1679	0.1179497973
1680	0.1178590302
1681	0.1177458563
1682	0.1176856121
1683	0.1176534652
1684	0.1176140533
1685	0.1175745616
1686	0.1175476696
1687	0.1174898028
1688	0.1174421593
1689	0.1174024884
1690	0.1173350419
1691	0.1172824491
1692	0.1171330088
1693	0.1170276824
1694	0.1169690737
1695	0.1169164425
1696	0.1168617443
1697	0.1168245184
1698	0.1167682161
1699	0.1167106281
1700	0.1166697393
1701	0.1166183432
1702	0.1165788138
1703	0.1165182295
1704	0.1165117498
1705	0.1164603408
1706	0.1164451744
1707	0.1164202027
1708	0.1163397033
1709	0.1162536407
1710	0.1161817026
1711	0.1161581627
1712	0.1161295686
1713	0.1160654197
1714	0.1159820954
1715	0.1158897144
1716	0.1158174688
1717	0.1157695056
1718	0.1157561645
1719	0.1157196962
1720	0.1156881537
1721	0.1156132566
1722	0.115557819
1723	0.1155352778
1724	0.115495528
1725	0.1154216194
1726	0.1154028531
1727	0.11531566
1728	0.1152581345
1729	0.1152460497
1730	0.115170084
1731	0.115120547
1732	0.1151086211
1733	0.1150852411
1734	0.1150451017
1735	0.1150052672
1736	0.1149742028
1737	0.1149120978
1738	0.1148609346
1739	0.1148056711
1740	0.1147774632
1741	0.1147073595
1742	0.1146725949
1743	0.114594156
1744	0.1145154342
1745	0.1144489559
1746	0.1144195783
1747	0.1143863922
1748	0.1143255808
1749	0.1142475274
1750	0.1141975754
1751	0.1141715246
1752	0.1141504977
1753	0.1141275867
1754	0.1141172047
1755	0.1141029598
1756	0.1140585924
1757	0.1139701058
1758	0.1139674201
1759	0.1138756588
1760	0.1137833875
1761	0.1137223446
1762	0.1136659712
1763	0.1135763326
1764	0.1135499229
1765	0.1135049646
1766	0.1134346037
1767	0.1133453514
1768	0.1133275078
1769	0.1132858952
1770	0.1132439662
1771	0.1132012334
1772	0.1131111761
1773	0.1130603739
1774	0.1130302765
1775	0.1129154617
1776	0.1128825754
1777	0.1128118683
1778	0.1127598321
1779	0.1126886754
1780	0.1126092831
1781	0.112548428
1782	0.1125253567
1783	0.1124939613
1784	0.1124249465
1785	0.1123095919
1786	0.1122820573
1787	0.1122546403
1788	0.1121851757
1789	0.1121267192
1790	0.1121079278
1791	0.1120135163
1792	0.1119991913
1793	0.1119815848
1794	0.1119109769
1795	0.1118805056
1796	0.1118586245
1797	0.1117937058
1798	0.11174249
1799	0.1117058338
1800	0.1116470994
1801	0.1115722381
1802	0.1114947672
1803	0.1114398264
1804	0.1113723994
1805	0.1113157954
1806	0.1112814434
1807	0.1112688934
1808	0.1112415103
1809	0.1112061996
1810	0.1111612733
1811	0.111156051
1812	0.1111456677
1813	0.1111137303
1814	0.1110543971
1815	0.1109962829
1816	0.1109278664
1817	0.1109024647
1818	0.1108428301
1819	0.1107815679
1820	0.1107198475
1821	0.1106807517
1822	0.1106305659
1823	0.1106055365
1824	0.1105755464
1825	0.1105551741
1826	0.1105109204
1827	0.1104405194
1828	0.1103441043
1829	0.1103145903
1830	0.1102741538
1831	0.1102338727
1832	0.1101705166
1833	0.1101366704
1834	0.1100658552
1835	0.1100030625
1836	0.1099115233
1837	0.1098666554
1838	0.1097841867
1839	0.1097275666
1840	0.1096503467
1841	0.1095851681
1842	0.1095340103
1843	0.1095114544
1844	0.1094864211
1845	0.1094680322
1846	0.1094330565
1847	0.1093748137
1848	0.1093348487
1849	0.109323983
1850	0.1092758411
1851	0.10923035
1852	0.1091365019
1853	0.1090839105
1854	0.1090320908
1855	0.1089762245
1856	0.1089446626
1857	0.1089309965
1858	0.1088089087
1859	0.1087381061
1860	0.1087234221
1861	0.1086527147
1862	0.1086408218
1863	0.1086275246
1864	0.1085933255
1865	0.1085718387
1866	0.1085182814
1867	0.1084064384
1868	0.1083536371
1869	0.1083103106
1870	0.1082954599
1871	0.1082358474
1872	0.1081932022
1873	0.1081583632
1874	0.1080763778
1875	0.1079982865
1876	0.1079609681
1877	0.1079151131
1878	0.1078094524
1879	0.1077997977
1880	0.1077411871
1881	0.1077126642
1882	0.1076561897
1883	0.1075787502
1884	0.1075449964
1885	0.1074918924
1886	0.1073818353
1887	0.1073380656
1888	0.1072846849
1889	0.1072410875
1890	0.1071761944
1891	0.1071365565
1892	0.1070982731
1893	0.1070425153
1894	0.107016531
1895	0.1069642915
1896	0.1069229913
1897	0.1068813395
1898	0.1068205126
1899	0.1067607785
1900	0.106758285
1901	0.1067553447
1902	0.1067520972
1903	0.1067297611
1904	0.1067260988
1905	0.1066723286
1906	0.1065813158
1907	0.1065541979
1908	0.1065160642
1909	0.1064994594
1910	0.1064629803
1911	0.1064190666
1912	0.1063685651
1913	0.1062672139
1914	0.1061961915
1915	0.1060653651
1916	0.1060381268
1917	0.1059834099
1918	0.10592901
1919	0.1059063565
1920	0.1058661251
1921	0.10581489
1922	0.1057742727
1923	0.1057499955
1924	0.1056386867
1925	0.1056077501
1926	0.1055827107
1927	0.1055612004
1928	0.1055519583
1929	0.1055172872
1930	0.1054487827
1931	0.1054017017
1932	0.1053684785
1933	0.1053638664
1934	0.1053331291
1935	0.1052726723
1936	0.1051679202
1937	0.1050983309
1938	0.1050613777
1939	0.1050285517
1940	0.1049873163
1941	0.10494766
1942	0.1048868199
1943	0.1048415118
1944	0.104797188
1945	0.1047047573
1946	0.1046361531
1947	0.1045671224
1948	0.1045271333
1949	0.1044995464
1950	0.104499599
1951	0.1044485727
1952	0.1043300682
1953	0.1042581155
1954	0.1041719344
1955	0.1041318447
1956	0.1040794553
1957	0.1040584729
1958	0.1040276646
1959	0.1039935246
1960	0.1039462779
1961	0.1039256614
1962	0.1039048765
1963	0.1038535233
1964	0.1038113124
1965	0.1037393023
1966	0.1037068514
1967	0.1036435275
1968	0.1036244156
1969	0.1035910323
1970	0.1035539588
1971	0.1035166928
1972	0.1034693017
1973	0.103441643
1974	0.1034012776
1975	0.1032756452
1976	0.1032139376
1977	0.1031898799
1978	0.1031802857
1979	0.1031795395
1980	0.1031123155
1981	0.1030618201
1982	0.1030153931
1983	0.102961723
1984	0.1029488137
1985	0.1028893283
1986	0.1028069231
1987	0.1027775661
1988	0.1027574824
1989	0.1027550423
1990	0.1026523881
1991	0.1025616457
1992	0.1025441443
1993	0.1024475198
1994	0.1023957372
1995	0.1023632238
1996	0.1023049831
1997	0.1022657689
1998	0.1022191806
1999	0.1021885763
